CKY_ART;EAN13;MARCA
0000027243;3700414802043;KARMA
0000027244;3700414800278;KARMA
0000027246;8015439990190;KARMA
0000027247;8015439090067;KARMA
0000027248;4038986193788;AOC
0000027249;4038986103886;AOC
0000027250;4038986192002;AOC
0000027251;4038986123891;AOC
0000027254;0740617230376;KINGSTON
0000027256;8099990010245;TECHMADE
0000027257;8099990010238;TECHMADE
0000027258;8099990010313;TECHMADE
0000027259;8099990010306;TECHMADE
0000027261;8715946539638;EPSON
0000027263;5900496529892;TOSHIBA
0000027264;8806086104906;SAMSUNG
0000027265;8806086104913;SAMSUNG
0000027267;0888965185013;LENOVO
0000027268;4719072361815;MSI-MICROSTAR
0000027269;0000000027269;MSI-MICROSTAR
0000027282;4960999975269;CANON
0000027283;0889296368441;HP
0000027284;8715946539690;EPSON
0000027288;8806086246088;SAMSUNG
0000027289;0885909941995;APPLE
0000027292;5032037062473;INTEL
0000027305;0888772411152;LENOVO
0000027306;0888793626221;HP
0000027308;5900496532472;TOSHIBA
0000027309;8806086258760;SAMSUNG
0000027310;4719072347024;MSI-MICROSTAR
0000027311;0885909793396;APPLE
0000027312;8028153047040;MEDIACOM
0000027315;8028153047590;MEDIACOM
0000027316;8028153048351;MEDIACOM
0000027317;8028153048405;MEDIACOM
0000027319;8806086035842;SAMSUNG
0000027320;8806085984004;SAMSUNG
0000027321;8056459414747;MACH POWER
0000027322;8056459414846;MACH POWER
0000027323;8056459415898;MACH POWER
0000027324;8056459415874;MACH POWER
0000027325;0000000027325;4NET
0000027328;4016138604788;ZEBRA
0000027330;8806086112031;SAMSUNG
0000027331;8806086305266;SAMSUNG
0000027332;0000000027332;SAMSUNG
0000027333;8806086305259;SAMSUNG
0000027364;8056459417588;MACH POWER
0000027365;8056459415041;MACH POWER
0000027366;8056459410183;MACH POWER
0000027368;8806085926646;SAMSUNG
0000027369;0888772605629;LENOVO
0000027370;0730143304740;AMD
0000027373;8028153048375;MEDIACOM
0000027378;8015439082062;KARMA
0000027379;8015439082239;KARMA
0000027380;8015439082284;KARMA
0000027381;0000000027381;KARMA
0000027382;8015439082307;KARMA
0000027383;8015439082314;KARMA
0000027384;8015439082321;KARMA
0000027385;8015439082338;KARMA
0000027386;8015439082345;KARMA
0000027387;8015439082352;KARMA
0000027388;8015439082369;KARMA
0000027389;8015439082376;KARMA
0000027390;8015439082383;KARMA
0000027391;8015439082390;KARMA
0000027396;8712581691356;PHILIPS
0000027399;8028153050385;MEDIACOM
0000027402;0000000027402;SAMSUNG
0000027406;0000000027406;RICOH
0000027407;8806086186001;SAMSUNG
0000027408;8806085657595;SAMSUNG
0000027409;8028153033197;MEDIACOM
0000027410;8030476005416;DIGICOM
0000027411;8030476005539;DIGICOM
0000027412;8030476005089;DIGICOM
0000027413;8030476005447;DIGICOM
0000027414;8015439082406;KARMA
0000027415;8015439000417;KARMA
0000027416;8015439082420;KARMA
0000027417;8015439182571;KARMA
0000027418;8015439082581;KARMA
0000027419;8015439082611;KARMA
0000027420;8015439082666;KARMA
0000027421;8015439082727;KARMA
0000027422;8015439005733;KARMA
0000027423;8015439900052;KARMA
0000027424;8015439190088;KARMA
0000027429;5900496529588;TOSHIBA
0000027430;5900496529595;TOSHIBA
0000027431;5901292504625;THOMSON
0000027432;8712581617578;PHILIPS
0000027436;8715946512143;EPSON
0000027438;4717677323610;ASROCK
0000027440;4016032298311;DIGITUS
0000027442;4016032276517;DIGITUS
0000027447;4719072231064;MSI-MICROSTAR
0000027448;4719072361907;MSI-MICROSTAR
0000027449;4719072363819;MSI-MICROSTAR
0000027450;4719072361914;MSI-MICROSTAR
0000027451;4719072362324;MSI-MICROSTAR
0000027452;4719072351083;MSI-MICROSTAR
0000027455;0718037808208;WESTERN DIGITAL
0000027457;4716659325178;ASUS
0000027460;8015439201203;KARMA
0000027463;5060320465946;KASPERSKY
0000027464;0000000027464;COOLERMASTER
0000027465;8015439061104;KARMA
0000027467;0000000027467;EPSON
0000027468;8806084673954;LG
0000027469;0012305001187;AMD
0000027475;4716659765554;ASUS
0000027476;5900496531307;TOSHIBA
0000027477;5900496532007;TOSHIBA
0000027484;4716659549093;ASUS
0000027489;0888793478998;HP
0000027490;8034135460608;MYTV
0000027491;0885909791194;APPLE
0000027494;4713147276943;ACER
0000027500;4716659854197;ASUS
0000027501;4716659854203;ASUS
0000027502;4713147548996;ACER
0000027503;0000000027503;EPSON
0000027504;4713147548958;ACER
0000027505;0888793622957;HP
0000027506;0888793338995;HP
0000027507;0888793609620;HP
0000027508;0888793552988;HP
0000027509;0888772409647;LENOVO
0000027511;8806086001038;SAMSUNG
0000027523;4960999214207;CANON
0000027525;8806086276672;SAMSUNG
0000027526;4713147630271;ACER
0000027527;4905524943368;SONY
0000027530;0000000027530;SAMSUNG
0000027532;8056459411371;MACH POWER
0000027536;8056459415140;MACH POWER
0000027537;0000000027537;MATSUYAMA
0000027538;0000000027538;MATSUYAMA
0000027542;0000000027542;ASROCK
0000027545;4713147711437;ACER
0000027547;0000000027547;INNOFIT
0000027548;0000000027548;INNOFIT
0000027549;0000000027549;MAXWELL
0000027550;8034077467055;INNOFIT
0000027551;0000000027551;INNOFIT
0000027552;0000000027552;INNOFIT
0000027553;0000000027553;INNOFIT
0000027554;0000000027554;INNOFIT
0000027555;0000000027555;INNOFIT
0000027557;8028153048276;MEDIACOM
0000027559;8028153050439;MEDIACOM
0000027560;8028153037447;MEDIACOM
0000027561;8028153037089;MEDIACOM
0000027565;0000000027565;4NET
0000027566;0878784005173;HP
0000027567;7429500977958;LITEON
0000027573;8015439260828;KARMA
0000027577;4260070123351;LC-POWER
0000027578;8015439980108;KARMA
0000027579;8015439700119;KARMA
0000027580;8015439460822;KARMA
0000027581;0806881028061;TECNO
0000027582;5900496529915;TOSHIBA
0000027583;8388766373418;TECNO
0000027585;4716659863298;ASUS
0000027588;8806086235143;SAMSUNG
0000027589;0888772590802;LENOVO
0000027590;0888772899707;LENOVO
0000027591;8806086000475;SAMSUNG
0000027592;0888772713409;LENOVO
0000027593;8026475165589;TECNOWARE
0000027596;4716659863281;ASUS
0000027598;0888440970400;LENOVO
0000027599;0790069345180;D-LINK
0000027605;5025232772841;PANASONIC
0000027606;8028153049884;MEDIACOM
0000027608;0163120795567;KINGSTON
0000027610;4719072349257;MSI-MICROSTAR
0000027611;4051528035759;TOSHIBA
0000027614;8806085986343;SAMSUNG
0000027618;8806084635402;LG
0000027619;0000000027619;SAMSUNG
0000027620;0000000027620;TOSHIBA
0000027621;0000000027621;SAMSUNG
0000027622;0740617225259;KINGSTON
0000027624;0888965275424;LENOVO
0000027627;8806086502573;SAMSUNG
0000027628;4713147556663;ACER
0000027629;4549292008852;CANON
0000027630;4960999980355;CANON
0000027631;4960999847078;CANON
0000027633;4549292013344;CANON
0000027634;8028153050897;MEDIACOM
0000027636;0888772212452;LENOVO
0000027637;8712581718633;PHILIPS
0000027638;0885909812998;APPLE
0000027639;4716659771647;ASUS
0000027642;0000000027642;KARMA
0000027644;4713147470457;ACER
0000027645;0888965028563;LENOVO
0000027646;0888462062558;APPLE
0000027647;8806086104937;SAMSUNG
0000027648;4051528091410;TOSHIBA
0000027649;8806086246156;SAMSUNG
0000027650;4713147269594;ACER
0000027652;0790069391958;D-LINK
0000027656;0000000027656;SAMSUNG
0000027657;4716872052677;THERMALTAKE
0000027659;0649528768339;CRUCIAL
0000027660;8806084115096;LG
0000027661;4053162745858;ASUS
0000027662;4716659808909;ASUS
0000027664;4895106270503;SAPPHIRE
0000027665;8806086523035;SAMSUNG
0000027667;0718037827582;WESTERN DIGITAL
0000027668;0790069383861;D-LINK
0000027669;8806086522977;SAMSUNG
0000027670;6935364071332;TP-LINK
0000027674;5901292504953;THOMSON
0000027675;0000000027675;SAMSUNG
0000027680;4719072319427;MSI-MICROSTAR
0000027685;8028153045015;MEDIACOM
0000027690;4711140879215;ASROCK
0000027693;4713157721341;ENERMAX
0000027694;0000000027694;THERMALTAKE
0000027696;5099206048317;LOGITECH
0000027699;8806084051424;LG
0000027700;6935364001049;TP-LINK
0000027706;0885370246896;MICROSOFT
0000027715;8099990003599;TECHMADE
0000027718;0888462058032;APPLE
0000027721;4716659771692;ASUS
0000027725;8715946539676;EPSON
0000027727;7636490061790;SAMSUNG
0000027728;8015439150105;KARMA
0000027729;0000000027729;MATSUYAMA
0000027730;0000000027730;TECNO
0000027731;0000000027731;TECNO
0000027732;4002888209366;LINDY
0000027735;0000000027735;CANON
0000027738;0000000027738;EPSON
0000027739;0000000027739;EPSON
0000027740;0000000027740;EPSON
0000027741;0000000027741;EPSON
0000027743;0000000027743;MATSUYAMA
0000027751;0000000027751;HP
0000027752;0000000027752;HP
0000027753;0000000027753;HP
0000027754;0000000027754;HP
0000027758;4002888209359;LINDY
0000027762;0023942476801;VERBATIM
0000027764;0888793710500;HP
0000027768;6935364032500;TP-LINK
0000027769;8806085944732;SAMSUNG
0000027772;4716659863304;ASUS
0000027773;0888462003865;APPLE
0000027774;0888462003506;APPLE
0000027775;0888462057837;APPLE
0000027776;0000000027776;I-LIGHT
0000027777;0000000027777;I-LIGHT
0000027778;0000000027778;I-LIGHT
0000027779;0000000027779;I-LIGHT
0000027780;0000000027780;I-LIGHT
0000027781;0000000027781;I-LIGHT
0000027782;0000000027782;I-LIGHT
0000027783;0000000027783;I-LIGHT
0000027784;0000000027784;I-LIGHT
0000027786;0000000027786;I-LIGHT
0000027787;0000000027787;I-LIGHT
0000027788;0000000027788;I-LIGHT
0000027789;0000000027789;I-LIGHT
0000027790;0000000027790;I-LIGHT
0000027791;0000000027791;I-LIGHT
0000027792;0000000027792;I-LIGHT
0000027793;0000000027793;I-LIGHT
0000027794;0000000027794;I-LIGHT
0000027795;0000000027795;I-LIGHT
0000027796;0000000027796;I-LIGHT
0000027797;0000000027797;I-LIGHT
0000027798;0000000027798;I-LIGHT
0000027799;0000000027799;I-LIGHT
0000027800;0000000027800;I-LIGHT
0000027801;0000000027801;I-LIGHT
0000027802;0000000027802;I-LIGHT
0000027803;0000000027803;I-LIGHT
0000027804;0000000027804;I-LIGHT
0000027806;5060374886483;TOSHIBA
0000027807;0000000027807;TOSHIBA
0000027809;0000000000123;PANASONIC
0000027810;0000000002121;PANASONIC
0000027811;8057284622659;VULTECH
0000027812;8057284622635;VULTECH
0000027813;8057284622642;VULTECH
0000027814;8057284622703;VULTECH
0000027815;0000000027815;VULTECH
0000027816;0000000027816;VULTECH
0000027817;8057284622710;VULTECH
0000027818;8057284622666;VULTECH
0000027819;8057284622680;VULTECH
0000027820;8057284622697;VULTECH
0000027821;8057284622628;VULTECH
0000027822;4717677323498;ASROCK
0000027823;8718863000304;PHILIPS
0000027825;8806084891532;LG
0000027826;5025232772858;PANASONIC
0000027832;4716659834410;ASUS
0000027833;0889296142027;HP
0000027834;0889296116486;HP
0000027835;0888793552933;HP
0000027836;0889296142010;HP
0000027837;0888182597088;HP
0000027838;4713147562916;ACER
0000027839;0888182597101;HP
0000027842;5053959637648;THERMALTAKE
0000027844;8806086522946;SAMSUNG
0000027846;8806086438704;SAMSUNG
0000027847;8806086438742;SAMSUNG
0000027850;4719331837211;GIGABYTE
0000027851;8712581718275;PHILIPS
0000027858;4719072353988;MSI
0000027861;4717964394804;THERMALTAKE
0000027863;4713147608959;ACER
0000027864;8806085442726;SAMSUNG
0000027866;8809213763335;ZALMAN
0000027867;4977766739443;BROTHER
0000027873;0889296024385;HP
0000027874;4977766742221;BROTHER
0000027875;4713147375172;ACER
0000027878;0000000027878;D-LINK
0000027879;0000000027879;MATSUYAMA
0000027880;0012300211345;THERMALTAKE
0000027881;4713157528667;THERMALTAKE
0000027883;4713157527653;THERMALTAKE
0000027884;4717964394439;THERMALTAKE
0000027885;0000000027885;BROTHER
0000027886;6935364021337;TP-LINK
0000027888;0000000027888;MACH POWER
0000027889;0000000027889;MACH POWER
0000027890;8056459417144;MACH POWER
0000027891;8056459417694;MACH POWER
0000027892;8056459416024;MACH POWER
0000027893;0730143303415;AMD
0000027894;7301433039654;AMD
0000027895;0792388677447;AMD
0000027896;0675901298971;INTEL
0000027897;0000000027897;MACH POWER
0000027899;8806084893871;LG
0000027900;0000000027900;TELEFUNKEN
0000027901;4016032240853;DIGITUS
0000027902;0606449099157;NETGEAR
0000027903;8806086099387;SAMSUNG
0000027905;4719512017197;COOLERMASTER
0000027906;4717677321425;ASROCK
0000027907;4716659726357;ASUS
0000027908;4716659949398;ASUS
0000027909;4716659564027;ASUS
0000027911;8015439180089;KARMA
0000027913;4719512035917;COOLERMASTER
0000027914;8015439007102;KARMA
0000027915;8015439107123;KARMA
0000027916;8015439007133;KARMA
0000027917;8015439107154;KARMA
0000027918;8015439060824;KARMA
0000027919;0884102018176;COOLERMASTER
0000027920;8028153034576;MEDIACOM
0000027921;4960999900995;CANON
0000027922;0740617230574;KINGSTON
0000027924;4044953102233;XILENCE
0000027925;0000000027925;ASROCK
0000027927;0888965246301;LENOVO
0000027928;0888772411152;LENOVO
0000027929;4716659807087;ASUS
0000027936;0718037829982;WESTERN DIGITAL
0000027937;4710636268625;PALIT
0000027940;8806086248112;SAMSUNG
0000027941;4716872052271;THERMALTAKE
0000027942;0718037808109;WESTERN DIGITAL
0000027945;4716872053896;THERMALTAKE
0000027946;8806086523042;SAMSUNG
0000027956;4716659820857;ASUS
0000027957;0705487196054;HITACHI
0000027965;0846504001699;SYNOLOGY
0000027967;4897032654884;HANTOL
0000027968;4897032652729;HANTOL
0000027970;0846504001774;SYNOLOGY
0000027974;8806085208315;SAMSUNG
0000027975;4719072371838;MSI-MICROSTAR
0000027976;4719072333812;MSI-MICROSTAR
0000027977;4719072359911;MSI-MICROSTAR
0000027978;0888793522127;HP
0000027979;4719072359942;MSI-MICROSTAR
0000027980;4716659877738;ASUS
0000027981;0888793552704;HP
0000027982;4719072310468;MSI-MICROSTAR
0000027983;4717677320541;ASROCK
0000027984;2530041403501;WESTERN DIGITAL
0000027985;4717677323504;ASROCK
0000027989;5032037060219;INTEL
0000027990;5032037058735;INTEL
0000027998;4713147827503;ACER
0000028000;0649528770646;CRUCIAL
0000028003;4719072382131;MSI-MICROSTAR
0000028004;4713147785315;ACER
0000028007;0740617235951;KINGSTON
0000028009;4716659877844;ASUS
0000028012;4711174721795;SYNOLOGY
0000028013;4716659953944;ASUS
0000028016;8057284622727;VULTECH
0000028017;8057284622734;VULTECH
0000028018;8057284622741;VULTECH
0000028019;4713147666706;ACER
0000028023;7180378233248;WESTERN DIGITAL
0000028024;4716659592273;ASUS
0000028029;8806084634528;LG
0000028030;8026475171825;TECNOWARE
0000028031;8026475171832;TECNOWARE
0000028032;8026475165435;TECNOWARE
0000028033;8026475165565;TECNOWARE
0000028036;4053162667921;MSI
0000028038;6790840861346;AMD
0000028040;8028153048436;MEDIACOM
0000028041;8028153046319;MEDIACOM
0000028042;8028153050668;MEDIACOM
0000028043;0889296159773;HP
0000028044;0000000028044;4NET
0000028051;4713157529909;THERMALTAKE
0000028052;5704327524175;LOGITECH
0000028053;8099990010207;TECHMADE
0000028054;8099990010375;TECHMADE
0000028055;8099990010542;TECHMADE
0000028056;8099990010443;TECHMADE
0000028057;8099990010085;TECHMADE
0000028058;8099990010535;TECHMADE
0000028059;0888772494414;LENOVO
0000028060;4719072313951;MSI-MICROSTAR
0000028061;4719072314644;MSI-MICROSTAR
0000028062;0888772561550;LENOVO
0000028063;4719072361891;MSI-MICROSTAR
0000028064;0888772566609;LENOVO
0000028065;4053026735988;FUJITSU
0000028067;0000000028067;4NET
0000028069;0649528767714;CRUCIAL
0000028073;4716659725855;ASUS
0000028075;8099990010450;TECHMADE
0000028076;0000000028076;MACH POWER
0000028077;0000000028077;MACH POWER
0000028078;0000000028078;MACH POWER
0000028079;8806086009034;SAMSUNG
0000028081;0872767002623;ARCTIC
0000028082;0872767002661;ARCTIC
0000028083;0808736839174;HP
0000028084;4710636267093;PALIT
0000028085;4710636268489;PALIT
0000028086;4710636268397;PALIT
0000028087;5397063671663;DELL
0000028088;8713439179392;TRUST
0000028089;4713147538478;ACER
0000028090;4053162649330;DELL
0000028092;5052183503194;DELL
0000028093;4949268618892;WACOM
0000028094;5054565475884;KINGSTON
0000028095;0740617233353;KINGSTON
0000028100;4977766718387;BROTHER
0000028101;4977766718400;BROTHER
0000028104;0808736839181;HP
0000028105;0808736839204;HP
0000028108;4719512030370;COOLERMASTER
0000028109;0000000028109;ACER
0000028110;4716659943921;ASUS
0000028111;4716659943938;ASUS
0000028115;0888772899370;LENOVO
0000028122;8056459414426;MACH POWER
0000028123;0000000028123;MACH POWER
0000028124;8056459416062;MACH POWER
0000028125;8056459415058;MACH POWER
0000028126;8056459415171;MACH POWER
0000028128;4719512030202;COOLERMASTER
0000028129;8239758108412;MACH POWER
0000028131;8028153049969;MEDIACOM
0000028132;0740617233339;KINGSTON
0000028133;8806084849472;LG
0000028136;8715946539652;EPSON
0000028137;0888772605346;LENOVO
0000028138;4713147418367;ACER
0000028139;0888772563806;LENOVO
0000028140;4719072369637;MSI-MICROSTAR
0000028145;5032037061131;INTEL
0000028147;4713147505869;ACER
0000028148;4713147403509;ACER
0000028149;4713147766475;ACER
0000028150;4713147608942;ACER
0000028151;4713147717576;ACER
0000028152;4713147743131;ACER
0000028153;8806084636065;LG
0000028156;5901292504663;THOMSON
0000028157;8806084576958;LG
0000028160;0808736839198;HP
0000028163;0000000028163;EMPIRE
0000028164;0000000028164;EMPIRE
0000028165;4716659478003;ASUS
0000028169;0731304285083;APC
0000028171;0000000028171;LINDY
0000028173;0000000028173;EMPIRE
0000028174;4716659943372;ASUS
0000028175;4716659827740;ASUS
0000028176;4716659861225;ASUS
0000028177;4716659922360;ASUS
0000028181;4260070124020;LC-POWER
0000028182;4717677325065;ASROCK
0000028183;4717677322446;ASROCK
0000028184;4716659712619;ASUS
0000028185;0649528770929;CRUCIAL
0000028186;4016032315766;DIGITUS
0000028187;4016032387671;DIGITUS
0000028188;0000000028188;DIGITUS
0000028189;0606449105841;NETGEAR
0000028191;8806087102123;LG
0000028192;0606449105827;NETGEAR
0000028193;0889296186588;HP
0000028196;0718037817224;WESTERN DIGITAL
0000028198;4026203933125;TOSHIBA
0000028199;8806084673497;LG
0000028200;0718037827599;WESTERN DIGITAL
0000028201;0000000028201;PHILIPS
0000028202;8806085972209;SAMSUNG
0000028203;8712581718947;PHILIPS
0000028204;0889296148258;HP
0000028205;4716659943877;ASUS
0000028206;4977766737081;BROTHER
0000028207;4711148722056;HP
0000028208;4719512045565;COOLERMASTER
0000028209;4719512050248;COOLERMASTER
0000028210;4719512043134;COOLERMASTER
0000028212;0000000028212;HP
0000028214;8806085816572;SAMSUNG
0000028215;0619659123307;SANDISK
0000028216;6495272210006;SAMSUNG
0000028220;0889296368328;HP
0000028224;0887111884923;HP
0000028225;0619659000417;SANDISK
0000028226;0705282317555;DELL
0000028227;0000000028227;DELL
0000028278;4713157529916;THERMALTAKE
0000028280;0843591014755;CORSAIR
0000028281;8026475164421;TECNOWARE
0000028282;8806086235143;SAMSUNG
0000028283;0888793725894;HP
0000028285;0000000028285;HP
0000028286;0069060196672;LOGITECH
0000028287;8806085995123;SAMSUNG
0000028288;4716659943846;ASUS
0000028289;4716659951322;ASUS
0000028290;5397063348169;DELL
0000028295;0888228024998;LENOVO
0000028300;0000000028300;TECNO
0000028301;0000000028301;TECNO
0000028305;0000000028305;TECNO
0000028306;0000000028306;TECNO
0000028307;8855574445656;TECNO
0000028308;0110101012342;TECNO
0000028309;0000000028309;TECNO
0000028310;0000000028310;TECNO
0000028311;8457412565450;TECNO
0000028312;0000000028312;TECNO
0000028313;0000000028313;TECNO
0000028314;8888555222540;TECNO
0000028315;8806086035668;SAMSUNG
0000028316;5397063621644;DELL
0000028317;0000000028317;TECNO
0000028318;0000000028318;TECNO
0000028319;0000000028319;TECNO
0000028320;0000000028320;TECNO
0000028321;0000000028321;PLANTRONIX
0000028323;0888793724576;HP
0000028327;0000000028327;TECNO
0000028328;0000000028328;TECNO
0000028329;0340738409394;ASROCK
0000028330;0012305000876;CRUCIAL
0000028332;4717677322866;ASROCK
0000028333;0886111585571;HP
0000028334;4716659949473;ASUS
0000028335;4056572594849;SAMSUNG
0000028339;0887111884930;HP
0000028346;4977766723947;BROTHER
0000028347;4719331344085;GIGABYTE
0000028348;5397063698998;DELL
0000028350;0619659103729;SANDISK
0000028357;4719331832179;GIGABYTE
0000028358;0132017969411;GIGABYTE
0000028360;4718390023436;LITE-ON
0000028361;8024049497364;MATSUYAMA
0000028362;5742220983811;DELL
0000028363;5711045826788;DELL
0000028365;4713157720917;ENERMAX
0000028366;4549292017380;CANON
0000028642;0790069295744;D-LINK
0000028645;4713147606139;ACER
0000028646;0810354020292;UBIQUITI
0000028647;4250605598709;UBIQUITI
0000028648;7123290479431;UBIQUITI
0000028654;0884420588689;HP
0000028664;4716659920793;ASUS
0000028665;4260070122668;LC-POWER
0000028670;8806085496699;SAMSUNG
0000028671;0000000028671;EMPIRE
0000028678;4040348859430;CNMEMORY
0000028688;4549292011128;CANON
0000028689;8806086104968;SAMSUNG
0000028690;4053162425590;EPSON
0000028692;0023942491781;VERBATIM
0000028694;5099206028043;LOGITECH
0000028699;4716659192381;ASUS
0000028704;8806084577672;LG
0000028705;4961311895845;RICOH
0000028706;0790069389184;D-LINK
0000028707;8806084673787;LG
0000028708;4716659385080;ASUS
0000028709;5099206027121;LOGITECH
0000028710;5099206030725;LOGITECH
0000028711;5099206027138;LOGITECH
0000028712;0000000028712;INTEL
0000028713;8057685300309;MATSUYAMA
0000028714;8024049481554;MATSUYAMA
0000028716;8806086482189;SAMSUNG
0000028717;0889296099215;HP
0000028718;0000000028718;MATSUYAMA
0000028720;0740617230406;KINGSTON
0000028721;8024049532010;MATSUYAMA
0000028722;4719072338992;MSI-MICROSTAR
0000028726;4716659943815;ASUS
0000028728;0000000028728;COOLERMASTER
0000028731;6935364070816;TP-LINK
0000028732;6935364070601;TP-LINK
0000028733;6935364071585;TP-LINK
0000028734;6935364061180;TP-LINK
0000028735;4260070120510;LC-POWER
0000028736;0045555658825;CANON
0000028738;0000000028738;OKI
0000028739;0000000028739;OKI
0000028742;0000000028742;OKI
0000028744;0000000028744;MACH POWER
0000028746;8056459415983;MACH POWER
0000028747;0843591013857;CORSAIR
0000028749;0649527200007;SAMSUNG
0000028750;4051528036992;TOSHIBA
0000028751;8028153050620;MEDIACOM
0000028752;8015439260804;KARMA
0000028755;0740617234459;KINGSTON
0000028756;4716659948667;ASUS
0000028757;4713147810017;ACER
0000028760;8057284622819;VULTECH
0000028761;8057284622758;VULTECH
0000028762;8057284623366;VULTECH
0000028763;8057284623373;VULTECH
0000028764;8057284623380;VULTECH
0000028765;8057284622789;VULTECH
0000028766;8057284622826;VULTECH
0000028767;8057284622833;VULTECH
0000028768;0000000028768;VULTECH
0000028769;8057284622857;VULTECH
0000028770;0000000028770;VULTECH
0000028771;8057284622802;VULTECH
0000028772;8057284622796;VULTECH
0000028773;8057284622864;VULTECH
0000028774;8057284622871;VULTECH
0000028775;8057284622772;VULTECH
0000028776;8057284622765;VULTECH
0000028777;0000000028777;HP
0000028778;0000000028778;RICOH
0000028782;0888965185594;LENOVO
0000028784;0000000028784;MACH POWER
0000028787;0818313016690;GIGABYTE
0000028790;6935364071158;TP-LINK
0000028791;0887111203861;HP
0000028792;0000000028792;DELL
0000028793;5053460857429;CORSAIR
0000028794;0000000028794;I-LIGHT
0000028795;0000000028795;I-LIGHT
0000028796;0000000028796;I-LIGHT
0000028797;0000000028797;I-LIGHT
0000028798;0000000028798;I-LIGHT
0000028799;0000000028799;I-LIGHT
0000028800;0000000028800;I-LIGHT
0000028801;8033638772843;I-LIGHT
0000028802;0000000028802;I-LIGHT
0000028803;0000000028803;I-LIGHT
0000028807;4047999361350;TOSHIBA
0000028813;6935364080068;TP-LINK
0000028815;5053460772074;APPLE
0000028819;0619659065027;SANDISK
0000028822;5397063109722;DELL
0000028823;4056572594603;CRUCIAL
0000028825;0872767002319;ARCTIC
0000028826;0023942440833;VERBATIM
0000028827;0023942476740;VERBATIM
0000028831;8024427016927;TELESYSTEM
0000028832;8712581639822;PHILIPS
0000028835;0730143304641;AMD
0000028836;0649528770912;CRUCIAL
0000028839;0731304316008;APC
0000028842;8806084637116;LG
0000028850;0000000028850;CANON
0000028851;0731304223665;APC
0000028853;0718037827575;WESTERN DIGITAL
0000028856;0722076587109;LG
0000028857;8712581718336;PHILIPS
0000028862;4977766737166;BROTHER
0000028863;0807320207566;BROTHER
0000028865;0023942491897;VERBATIM
0000028871;8033776007852;NILOX
0000028875;4023125027093;AVM
0000028879;4719331818272;GIGABYTE
0000028881;4717677324532;ASROCK
0000028882;0000000028882;MIZAR
0000028883;5900496531291;TOSHIBA
0000028884;0731304315780;APC
0000028889;4717677323580;ASROCK
0000028890;7427457399373;KINGSTON
0000028892;0844668034881;TUCANO
0000028898;4716659947820;ASUS
0000028903;8806084717399;LG
0000028907;8059616332489;NILOX
0000028908;5900496527799;TOSHIBA
0000028910;0041113954163;CANON
0000028915;0889296014324;HP
0000028917;5099206045880;LOGITECH
0000028919;0882224741736;MICROSOFT
0000028921;0731304315933;APC
0000028922;0731304315803;APC
0000028928;0000000028928;MACH POWER
0000028930;0000000028930;MACH POWER
0000028938;8028153022399;MEDIACOM
0000028939;8028153046982;MEDIACOM
0000028940;8028153033234;MEDIACOM
0000028945;8028153045176;MEDIACOM
0000028951;0650590186426;LEXAR
0000028955;5397063171279;DELL
0000028956;5397063213641;DELL
0000028961;0619659123796;SANDISK
0000028964;7755774307215;CORSAIR
0000028965;0740617237009;KINGSTON
0000028966;0888793889602;HP
0000028968;5054533576445;AMD
0000028969;0619659123789;SANDISK
0000028970;0619659123802;SANDISK
0000028974;5397063347858;DELL
0000028975;0619659123918;SANDISK
0000028978;5397063620876;DELL
0000028984;0790069358340;D-LINK
0000028989;0740617237757;KINGSTON
0000028995;0885370650662;MICROSOFT
0000028996;8806084914040;LG
0000029004;0023942531760;VERBATIM
0000029005;0885370653151;MICROSOFT
0000029007;8806071021447;SAMSUNG
0000029016;4549292029147;CANON
0000029018;8806085986800;SAMSUNG
0000029019;8806086026123;SAMSUNG
0000029020;8056459414334;MACH POWER
0000029028;0000000029028;PLANTRONIX
0000029030;8056459416987;MACH POWER
0000029031;0888793389485;HP
0000029032;0778656054011;XFX
0000029033;8806086030359;SAMSUNG
0000029035;4716659219217;ASUS
0000029038;5025232490806;PANASONIC
0000029039;4960999992167;CANON
0000029043;0675901295680;INTEL
0000029048;0619659102432;SANDISK
0000029050;0000000029050;MACH POWER
0000029052;8056459417045;MACH POWER
0000029053;8026974006437;ATLANTIS
0000029054;8056459416604;MACH POWER
0000029055;8056459416611;MACH POWER
0000029057;8056459417038;MACH POWER
0000029061;8712581718312;PHILIPS
0000029062;8712581718398;PHILIPS
0000029063;8806086246088;SAMSUNG
0000029064;8806084573698;LG
0000029066;5397063090402;DELL
0000029068;8435910528702;CORSAIR
0000029069;4712196641184;ACER
0000029071;0843591031301;CORSAIR
0000029073;4711140879345;ASROCK
0000029074;8056459416581;MACH POWER
0000029075;8056459417021;MACH POWER
0000029076;8056459416598;MACH POWER
0000029078;8056459415959;MACH POWER
0000029079;8056459416017;MACH POWER
0000029080;8056459416079;MACH POWER
0000029081;8239758107026;MACH POWER
0000029082;8239758106258;MACH POWER
0000029089;8015439002213;KARMA
0000029090;8015439002237;KARMA
0000029094;4547410093988;FUJIFILM
0000029095;0731304206811;APC
0000029097;5025232675524;PANASONIC
0000029101;8806085400825;SAMSUNG
0000029102;5053959235097;TP-LINK
0000029103;8059616332182;NILOX
0000029110;8806084536389;LG
0000029118;0863190002441;AMD
0000029119;0730143304610;AMD
